,,P1,The man drives in the water on his own,mp,331319549,,,,,,,,,
,,P2,The man dries in the water on his own,mp,146830787,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man swims in the water on his own,assoc,142342759,,,,,,,,,
,,S2,The man jumps in the water on his own,coord,74528317,,,,,,,,,
,,Un,The man floats in the water on his own,un,143702194,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
18,fix,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,He fixes the glass at work,target,94503190,F2_verb_transitivePP_18,,M3_verb_transitivePP_18,,,7,3,2,
,,P1,He mixes the glass at work,mp,335752910,,,,,,,,,
,,P2,He fills the glass at work,distant,22501382,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he pours the glass at work,un,30150678,,,,,,,,,
,,Un,He refuses the glass at work,un,45671065,,,,,,,,,
,,,,,,,,,,,,,,
19,find,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the policeman finds the man near his house,target,120683020,F2_verb_transitivePP_19,,M3_verb_transitivePP_19,,,8,3,1,
,,P1,the policeman fines the man near his house,mp,12304354,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the policeman cuffs the man near his house,un,17843134,,,,,,,,,
,,Un,the policeman directs the man near his house,un,326490710,,,,,,,,,
,,,,,,,,,,,,,,
20,write,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man writes a story book for his children,target,233235589,F2_verb_transitivePP_20,,M3_verb_transitivePP_20,,,7,6,1,
,,P1,The man types a story book for his children,close,27573228,,,,,,,,,
,,P2,The man wraps a story book for his children,distant,199340282,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man reads a story book for his children,coord,47570270,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,The man returns a story book for his children,un,35781504,,,,,,,,,
,,Un,The man chooses a story book for his children,un,49224176,,,,,,,,,
,,,,,,,,,,,,,,
21,wash,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the child washes the dog on its birthday,target,141057496,F2_verb_transitivePP_21,,M3_verb_transitivePP_21,,,7,6,2,
,,P1,the child watches the dog on its birthday,mp,49122040,,,,,,,,,
,,P2,the child brushes the dog on its birthday,distant,284147363,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the child dries the dog on its birthday,coord,253337350,,,,,,,,,
,,S2,the child splashes the dog on its birthday,assoc,304636022,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the child walks the dog on its birthday,un,188428103,,,,,,,,,
,,,,,,,,,,,,,,
24,write,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man writes his children a story book,target,233235589,F2_verb_transitivePP_24,,M3_verb_transitivePP_24,,,7,6,1,
,,P1,The man types his children a story book,close,27573228,,,,,,,,,
,,P2,The man wraps his children a story book,distant,199340282,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man reads his children a story book,coord,47570270,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,The man chooses his children a story book,un,49224176,,,,,,,,,
,,,,,,,,,,,,,,
25,open,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he opens the door in his house,target,134272517,F2_verb_transitivePP_25,,M3_verb_transitivePP_25,,,7,4,2,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,S1,he locks the door in his house,coord,107034689,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,S3,he fixes the door in his house,un,295486484,,,,,,,,,
,,Un,he cleans the door in his house,un,236851948,,,,,,,,,
,,Un,he hangs the door in his house,un,211398829,,,,,,,,,
,,,,,,,,,,,,,,
26,check,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he checks the wood in the forest,target,256933990,F2_verb_transitivePP_26,,M3_verb_transitivePP_26,,,8,6,1,
,,P1,he pecks the wood in the forest,mp,233818054,,,,,,,,,
,,P2,he chops the wood in the forest,distant,299655560,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he cuts the wood in the forest,un,291245720,,,,,,,,,
,,Un,he saws the wood in the forest,un,112072841,,,,,,,,,
,,,,,,,,,,,,,,
27,build,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the child builds the tower at play time,target,105983540,F2_verb_transitivePP_27,,M3_verb_transitivePP_27,,,8,5,1,
,,P1,the child drills the tower at play time,close,204591244,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the child knocks the tower at play time,coord,144900304,,,,,,,,,
,,S2,the child pushes the tower at play time,coord,179541503,,,,,,,,,
,,Un,the child climbs the tower at play time,un,219091462,,,,,,,,,
,,Un,the child likes the tower at play time,un,221414812,,,,,,,,,
,,,,,,,,,,,,,,
28,move,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he moves the house in the morning,target,288777386,F2_verb_transitivePP_28,,M3_verb_transitivePP_28,,,8,4,1,
,,P1,he views the house in the morning,distant,89766298,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he moves house in the morning,assoc,39233433,,,,,,,,,
,,S2,he buys the house in the morning,assoc,35900025,,,,,,,,,
,,Un,he paints the house in the morning,un,37101451,,,,,,,,,
,,Un,he cleans the house in the morning,un,276453777,,,,,,,,,
,,,,,,,,,,,,,,
29,break,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he breaks some bread for dinner,target,19579305,F2_verb_transitivePP_29,,M3_verb_transitivePP_29,,,8,5,1,
,,P1,he bakes some bread for dinner,mp,317198153,,,,,,,,,
,,P2,he makes some bread for dinner,mp,261246989,,,,,,,,,
,,P3,he takes some bread for dinner,mp,151569650,,,,,,,,,
,,S1,he slices some bread for dinner,coord,286407695,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he butters some bread for dinner,un,46162896,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
30,pour,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,She pours the tea on the book,target,37899999,F2_verb_transitivePP_73,M2_verb_transitivePP_73,,,,6,6,1,
,,P1,She draws on the tea on the book,mp,40722100,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,S1,She spills the tea on the book,coord,37010998,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,S3,She stands the tea on the book,un,38724982,,,,,,,,,
,,Un,She holds the tea on the book,un,48948737,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
31,roll,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,she rolls in waves on the beach,target,38562391,F2_verb_transitivePP_74,M2_verb_transitivePP_74,,,,7,6,1,
,,P1,she rows in waves on the beach,distant,46902715,,,,,,,,,
,,P2,she strolls in waves on the beach,close,34195931,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S3,she jumps in waves at the beach,coord,705655,,,,,,,,,
,,Un,she sits in waves on the beach,un,11122122,,,,,,,,,
,,Un,she paddles in waves on the beach,un,45589032,,,,,,,,,
,,,,,,,,,,,,,,
33,mix,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,He mixes the glass at work,target,335752910,F2_verb_transitivePP_31,M2_verb_transitivePP_31,,,,5,5,2,
,,P1,He fixes the glass at work,mp,94503190,,,,,,,,,
,,P2,he misses the glass at work,mp,8305321,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he pours the glass at work,assoc,30150678,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,he refuses the glass at work,un,45671065,,,,,,,,,
,,,,,,,,,,,,,,
36,secure,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the lady secures the meat in the butchers,target,251163214,F2_verb_transitivePP_34,M2_verb_transitivePP_34,,,,6,3,2,
,,P1,the lady skewers the meat in the butchers,close,255271336,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the lady slices the meat in the butchers,un,243716407,,,,,,,,,
,,Un,the lady chooses the meat in the butchers,un,142786321,,,,,,,,,
,,,,,,,,,,,,,,
37,supervise,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man supervises his colleague at work,target,241295458,F2_verb_transitivePP_35,M2_verb_transitivePP_35,,,,4,2,4,
,,P1,the man surprises his colleague at work,close,61659196,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the man calls his colleague at work,un,36971928,,,,,,,,,
,,Un,the man meets his colleagues at work,un,3082742,,,,,,,,,
,,Un,the man shouts at his colleagues at work,un,26278996,,,,,,,,,
,,,,,,,,,,,,,,
38,apply,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the woman applies the paint at the weekend,target,184551248,F2_verb_transitivePP_36,M2_verb_transitivePP_36,,,,6,3,2,
,,P1,the woman buys the paint at the weekend,distant,118194658,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the woman removes the paint at the weekend,coord,323061608,,,,,,,,,
,,Un,the woman thinks about paint at the weekend,un,249383818,,,,,,,,,
,,Un,the woman has the paint at the weekend,un,33928541,,,,,,,,,
,,,,,,,,,,,,,,
39,receive,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he receives the money in the morning,target,82427092,F2_verb_transitivePP_37,M2_verb_transitivePP_37,,,,6,3,2,
,,P1,he thieves the money in the morning,close,283020137,,,,,,,,,
,,P2,he leaves the money in the morning,close,140400013,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he gives the money in the morning,,141577285,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he counts the money in the morning,un,141173497,,,,,,,,,
,,Un,he burns the money in the morning,un,127785641,,,,,,,,,
,,,,,,,,,,,,,,
42,complete,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,she completes the race at the weekend,target,31684419,F2_verb_transitivePP_40,M2_verb_transitivePP_40,,,,6,3,2,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,she begins the race at the weekend,coord,45435085,,,,,,,,,
,,S2,she competes in the race at the weekend,un,324777122,,,,,,,,,
,,S3,she sprints the race at the weekend,un,11668575,,,,,,,,,
,,Un,she runs the race at the weekend,un,100144160,,,,,,,,,
,,,,,,,,,,,,,,
43,answer,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the woman answers her telephone at work,target,237017809,F2_verb_transitivePP_41,M2_verb_transitivePP_41,,,,6,3,2,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the woman ignores her telephone at work,coord,366726173,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the woman breaks her telephone at work,un,228193180,,,,,,,,,
,,Un,the woman uses her telephone at work,un,42514584,,,,,,,,,
,,,,,,,,,,,,,,
48,escape,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the person escapes the box in the morning,target,54826561,F2_verb_transitivePP_46,M2_verb_transitivePP_46,,,,7,4,2,
,,P1,the person tapes the box in the morning,close,39233433,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the person holds the box in the morning,un,41792443,,,,,,,,,
,,Un,the person carries the box in the morning,un,31447604,,,,,,,,,
,,Un,the person drops the box in the morning,un,73084216,,,,,,,,,
,,,,,,,,,,,,,,
53,mend,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the man mends the money he is holding,target,21826735,F2_verb_transitivePP_51,M2_verb_transitivePP_51,,,,5,5,1,
,,P1,the man bends the money he is holding,mp,333867218,,,,,,,,,
,,P2,the man spends the money he is holding,mp,279091361,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man tears the money he is holding,coord,18917902,,,,,,,,,
,,S2,the man burns the money he is holding,coord,127785641,,,,,,,,,
,,Un,the man bites the money he is holding,un,45021625,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
59,float,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he floats the boat in the water,target,218872225,F2_verb_transitivePP_57,M2_verb_transitivePP_57,,,,5,6,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,he paints the boat at the water,un,78658513,,,,,,,,,
,,Un,he flips the boat in the water,un,77004673,,,,,,,,,
,,Un,he drives the boat in the water,un,331319549,,,,,,,,,
,,,,,,,,,,,,,,
66,rake,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the gardener rakes the garden in the morning,target,68683468,F2_verb_transitivePP_64,M2_verb_transitivePP_64,,,,4,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the gardener mows the garden in the morning,coord,35865163,,,,,,,,,
,,S2,the gardener weeds the garden in the morning,coord,192369584,,,,,,,,,
,,Un,the gardener prunes the garden in the morning,coord,287707931,,,,,,,,,
,,Un,the gardener shears the garden in the morning,coord,32425432,,,,,,,,,
,,,,,,,,,,,,,,
68,row,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the person rows the boat on holiday,target,16714942,F2_verb_transitivePP_66,M2_verb_transitivePP_66,,,,3,5,1,
,,P1,the person blows the boat on holiday,mp,374733022,,,,,,,,,
,,P2,the person tows the boat on holiday,mp,15620563,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the person drives the boat on holiday,assoc,331319549,,,,,,,,,
,,S2,the person floats the boat on holiday,assoc,218872225,,,,,,,,,
,,Un,the person steers the boat on holiday,coord,52091113,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,feed,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The woman feeds her horse in the afternoon,target,109044230,F2_verb_transitivePP_10,,M3_verb_transitivePP_10,,,7,6,1,1
,,P1,The woman leads her horse in the afternoon,mp,310511342,,,,,,,,,
,,P2,The woman feels her horse in the afternoon,close,12281134,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the woman grooms her horse in the afternoon,assoc,87092451096,,,,,,,,,
,,S2,the woman bathes her horse in the afternoon,assoc,70702929674,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,The woman rides her horse in the afternoon,un,232634692,,,,,,,,,
,,,,,,,,,,,,,,
B,drive,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man drives the car by himself,target,5089174,F2_verb_transitivePP_14,,M3_verb_transitivePP_14,,,8,5,1,1
,,P1,The man dries the car by himself,mp,220621123,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,the man buys the car by himself,distant,81637871334,,,,,,,,,
,,S1,The man locks the car by himself,assoc,40297612636,,,,,,,,,
,,S2,the man brakes the car by himself,coord,24956276640,,,,,,,,,
,,Un,the man washes the car by himself,un,36128904589,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,leave,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he leaves the money in the morning,target,140400013,F2_verb_transitivePP_39,M2_verb_transitivePP_39,,,,6,3,2,1
,,P1,he thieves the money in the morning,mp,283020137,,,,,,,,,
,,P2,he receives the money in the morning,close,82427092,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he gives the money in the morning,coord,141577285,,,,,,,,,
,,S2,he takes the money in the morning,coord,18058990379,,,,,,,,,
,,Un,he throws the money in the morning,un,31164342511,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,grow,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the person grows some peas in the garden,target,251593993,F2_verb_transitivePP_43,M2_verb_transitivePP_43,,,,7,4,1,1
,,P1,the person sows some peas in the garden,mp,144755131,,,,,,,,,
,,P2,the person throws some peas in the garden,mp,319626617,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the person eats some peas in the garden,assoc,45298699,,,,,,,,,
,,S2,the person picks some peas in the garden,assoc,23230271117,,,,,,,,,
,,Un,the person rinses some peas in the garden,un,41578598709,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,lay,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The boy lays with his family at the weekend,target,186947729,F2_verb_transitivePP_55,M2_verb_transitivePP_55,,,,7,5,1,1
,,P1,The boy plays with his family at the weekend,mp,284522891,,,,,,,,,
,,P2,The boy pays with his family at the weekend,mp,127336061,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the boy sits with the family,coord,21402747,,,,,,,,,
,,S2,the boy kneels with the family at the weekend,coord,27615403994,,,,,,,,,
,,Un,the boy shops with his family at the weekend,un,30217753661,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,peck,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,he pecks the wood in the morning,target,233818054,F2_verb_transitivePP_71,M2_verb_transitivePP_71,,,,4,5,1,1
,,P1,he checks the wood in the morning,mp,256933990,,,,,,,,,
,,P2,he picks the wood in the morning,mp,273322691,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he saws the wood in the morning,coord,112072841,,,,,,,,,
,,S2,he chops the wood in the morning,un,299655560,,,,,,,,,
,,Un,he breaks the wood in the morning,un,325855256,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
B,read,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man reads a book for his children,target,47570270,F2_verb_transitivePP_11,,M3_verb_transitivePP_11,,,8,5,1,
,,P1,The man wraps a book for his children,distant,199340282,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man writes a book for his children,assoc,233235589,,,,,,,,,
,,S2,The man types a book for his children,assoc,27573228,,,,,,,,,
,,Un,The man returns a book for his children,un,35781504,,,,,,,,,
,,Un,The man chooses a book for his children,un,49224176,,,,,,,,,
,,,,,,,,,,,,,,
B,knead,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,The man kneads the bread in the kitchen,target,261246989,F2_verb_transitivePP_12,,M3_verb_transitivePP_12,,,4,5,1,
,,P1,The man seeds the bread in the kitchen,mp,236097535,,,,,,,,,
,,P2,The man heats the bread in the kitchen,distant,317198153,,,,,,,,,
,,P3,The man eats the bread in the kitchen,distant,183077327,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,The man breaks the bread in the kitchen,un,19579305,,,,,,,,,
,,Un,The man smells the bread in the kitchen,un,297262874,,,,,,,,,
,,,,,,,,,,,,,,
B,walk,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the boy walks the dog after school,target,188428103,F2_verb_transitivePP_16,,M3_verb_transitivePP_16,,,8,6,1,
,,P1,the boy washes the dog after school,distant,141057496,,,,,,,,,
,,P2,the boy watches the dog after school,distant,49122040,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the boy sketches the dog after school,close,313953776,,,,,,,,,
,,Un,the boy kisses the dog after school,distant,13502128,,,,,,,,,
,,,,,,,,,,,,,,
B,hit,,Linguistic unit,P type,Image ID,Female 2,Male 2,Male 3,,,Freq bin,Conc bin,Syllable,
,,Target,the boy hits the water in the pool,target,229799401,F2_verb_transitivePP_17,,M3_verb_transitivePP_17,,,8,6,1,
,,P1,the boy spits the water in the pool,mp,106405814,,,,,,,,,
,,P2,the boy sips the water in the pool,close,271141130,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
