,ball,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,
,,Target,ball,target,66600742,F2_Noun_single_1syll_1,M2_Noun_single_1syll_1,,,,8,7,1,
,,P1,wall,mp,637571,,,,,,,,,
,,P2,bell,mp,941501,,,,,,,,,
,,P3,bull,mp,156005849,,,,,,,,,
,,S1,net,assoc,4675954,,,,,,,,,
,,S2,bat,assoc,26515435,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,bed,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,
,,Target,bed,target,33724414,F2_Noun_single_1syll_2,M2_Noun_single_1syll_2,,,,8,7,1,
,,P1,bread,mp,50853980,,,,,,,,,
,,P2,shed,mp,384775804,,,,,,,,,
,,P3,head,mp,6476493,,,,,,,,,
,,S1,pyjamas,assoc,22391895,,,,,,,,,
,,S2,pillow,assoc,33505055,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,fish,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,
,,Target,fish,target,43919281,F2_Noun_single_1syll_3,M2_Noun_single_1syll_3,,,,8,7,1,
,,P1,fist,mp,14094666,,,,,,,,,
,,P2,dish,mp,40776951,,,,,,,,,
,,P3,wish,mp,298189988,,,,,,,,,
,,S1,chips,assoc,37659009,,,,,,,,,
,,S2,crab,coord,38324722,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
,house,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,
,,Target,house,target,90784409,F2_Noun_single_1syll_4,M2_Noun_single_1syll_4,,,,8,7,1,
,,P1,horse,mp,5685458,,,,,,,,,
,,P2,mouse,mp,38857743,,,,,,,,,
,,P3,hearse,mp,14133649,,,,,,,,,
,,S1,garage,assoc,42606184,,,,,,,,,
,,S2,shed,assoc,384775804,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
